"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-01-28","24","33","17"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-01-29","25","37","17"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-01-30","35","38","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-01-31","21","27","14"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-01","27","36","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-02","32","35","15"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-03","20","26","14"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-04","31","39","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-05","33","39","15"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-06","19","27","13"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-07","30","37","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-08","37","42","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-09","28","29","26"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-10","30","40","26"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-11","30","35","23"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-12","31","40","18"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-13","19","23","9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-14","24","35","16"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-15","21","27","5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-16","11","23","5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-17","20","27","16"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-18","23","31","15"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-19","22","27","9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-20","11","21","3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-21","21","33","11"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-22","34","43","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-23","29","38","9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-24","13","28","7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-25","28","37","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-26","28","32","23"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-27","25","32","20"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-02-28","23","31","15"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-01","26","33","20"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-02","33","39","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-03","29","36","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-04","37","41","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-05","33","41","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-06","20","25","13"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-07","26","37","16"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-08","39","48","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-09","42","54","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-10","42","50","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-11","49","62","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-12","47","50","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-13","37","41","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-14","43","49","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-15","45","46","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-16","41","50","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-17","47","60","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-18","35","41","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-19","35","44","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-20","35","40","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-21","35","48","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-22","41","45","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-23","32","41","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-24","34","43","26"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-25","37","46","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-26","45","54","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-27","45","47","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-28","39","42","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-29","34","46","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-30","42","58","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-03-31","44","48","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-01","42","53","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-02","46","57","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-03","50","59","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-04","51","56","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-05","50","65","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-06","49","60","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-07","51","57","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-08","45","49","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-09","40","44","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-10","44","58","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-11","56","61","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-12","51","61","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-13","51","62","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-14","56","66","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-15","60","72","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-16","56","60","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-17","56","69","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-18","62","73","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-19","56","62","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-20","51","58","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-21","58","67","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-22","55","63","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-23","48","54","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-24","44","52","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-25","46","59","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-26","51","59","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-27","55","63","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-28","58","71","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-29","63","77","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-04-30","55","63","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-01","51","56","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-02","51","61","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-03","55","67","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-04","61","74","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-05","67","82","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-06","65","70","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-07","62","72","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-08","60","72","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-09","61","64","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-10","64","74","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-11","68","77","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-12","73","87","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-13","67","73","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-14","60","71","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-15","61","71","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-16","62","70","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-17","69","81","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-18","63","68","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-19","62","75","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-20","63","69","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-21","56","62","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-22","63","79","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-23","60","68","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-24","62","74","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-25","66","77","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-26","68","76","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-27","66","74","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-28","65","78","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-29","71","80","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-30","69","78","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-31","69","79","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-01","62","63","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-02","53","56","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-03","58","68","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-04","59","67","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-05","60","69","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-06","66","79","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-07","64","71","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-08","66","73","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-09","70","85","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-10","74","79","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-11","75","87","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-12","78","85","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-13","80","88","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-14","75","86","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-15","72","81","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-16","69","79","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-17","74","81","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-18","67","71","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-19","74","89","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-20","72","75","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-21","77","90","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-22","82","89","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-23","79","89","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-24","79","86","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-25","76","82","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-26","74","81","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-27","68","71","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-28","67","76","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-29","72","79","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-30","73","81","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-01","76","85","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-02","77","80","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-03","73","82","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-04","73","80","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-05","74","81","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-06","75","83","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-07","78","84","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-08","80","89","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-09","75","77","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-10","77","86","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-11","78","86","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-12","78","86","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-13","77","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-14","76","80","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-15","77","82","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-16","73","79","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-17","72","80","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-18","76","83","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-19","80","89","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-20","85","95","79"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-21","84","89","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-22","80","89","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-23","79","88","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-24","78","87","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-25","78","84","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-26","79","87","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-27","78","85","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-28","80","89","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-29","84","95","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-30","79","85","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-31","81","93","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-01","82","91","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-02","81","87","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-03","79","89","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-04","81","92","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-05","82","91","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-06","78","86","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-07","77","86","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-08","75","83","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-09","75","87","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-10","75","81","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-11","76","81","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-12","79","88","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-13","77","87","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-14","77","86","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-15","78","88","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-16","80","90","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-17","80","91","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-18","80","86","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-19","80","86","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-20","81","87","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-21","79","87","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-22","78","86","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-23","76","83","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-24","77","84","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-25","79","85","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-26","77","84","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-27","76","83","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-28","73","82","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-29","76","84","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-30","77","84","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-31","81","91","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-01","81","87","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-02","78","86","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-03","81","93","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-04","78","85","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-05","72","81","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-06","71","80","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-07","76","86","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-08","80","91","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-09","79","87","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-10","76","79","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-11","73","82","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-12","74","80","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-13","72","79","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-14","68","78","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-15","72","80","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-16","74","84","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-17","74","84","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-18","74","83","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-19","73","80","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-20","74","80","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-21","66","72","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-22","67","73","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-23","68","80","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-24","69","83","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-25","68","75","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-26","66","73","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-27","63","72","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-28","68","79","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-29","73","80","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-09-30","73","78","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-01","60","61","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-02","54","57","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-03","53","57","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-04","58","66","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-05","58","67","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-06","61","74","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-07","64","71","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-08","64","70","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-09","66","74","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-10","61","66","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-11","58","68","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-12","62","72","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-13","66","74","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-14","65","70","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-15","59","65","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-16","60","66","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-17","54","58","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-18","45","53","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-19","43","52","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-20","56","70","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-21","61","71","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-22","61","70","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-23","60","66","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-24","49","59","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-25","61","70","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-26","53","60","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-27","51","59","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-28","57","68","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-29","67","74","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-30","58","63","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-10-31","49","55","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-01","58","64","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-02","59","65","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-03","56","70","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-04","60","69","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-05","60","69","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-06","65","75","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-07","65","70","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-08","54","60","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-09","50","59","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-10","57","59","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-11","54","59","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-11-12","56","60","52"
